"typ";"leitidee";"thema";"definition";"beispiel_id";"status"
"Wahrscheinlichkeit einer ungeraden Summe über Pfade berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Die Wahrscheinlichkeit, dass die Summe zweier Ergebnisse ungerade ist, über die Pfade mit genau einem geraden Ergebnis berechnen.";"2025MgrundlegendAStochastik12-b";"neu"
"Ziehen ohne Zurücklegen: Wahrscheinlichkeit beim zweimaligen Ziehen ohne Zurücklegen berechnen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Die Wahrscheinlichkeit, dass zwei ohne Zurücklegen gezogene Objekte beide eine Eigenschaft haben, mit der Pfadregel und verringertem Nenner berechnen.";"2025MgrundlegendAStochastik13-a";"neu"
"Parität von n aus zwei gleich hohen Säulen der Verteilung begründen";"Stochastik";"Kenngrößen von Verteilungen";"Aus zwei gleich hohen höchsten Säulen einer Binomialverteilung mit p = 0,5 begründen, dass der Erwartungswert nicht ganzzahlig und n ungerade ist.";"2025MgrundlegendAStochastik21-a";"neu"
"Einzelwahrscheinlichkeit aus Symmetrie und kumulierten Werten berechnen";"Stochastik";"Binomialverteilung";"Eine Einzelwahrscheinlichkeit einer symmetrischen Binomialverteilung aus gegebenen kumulierten und einzelnen Werten über Symmetrie und Zerlegung näherungsweise berechnen.";"2025MgrundlegendAStochastik21-b";"neu"
"Laplace-Experiment: Laplace-Wahrscheinlichkeit als Anteil der günstigen Fälle angeben";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Die Wahrscheinlichkeit eines Ergebnisses als Anteil der günstigen an allen gleich wahrscheinlichen Fällen angeben – Objekte beim ersten Ziehen oder Sektorwinkel am Vollwinkel beim Glücksrad.";"2025MgrundlegendAStochastik22-a";"neu"
"Gleiche Steigung aller Graphen einer Schar im Ursprung nachweisen";"Analysis";"Funktionsscharen und Ortskurven";"Die Ableitung einer Funktionsschar bilden und zeigen, dass ihr Wert an einer Stelle nicht vom Scharparameter abhängt.";"2025MerhoehtAAnalysis11-a";"neu"
"Punktsymmetrie aller Graphen einer Schar zum Ursprung nachweisen";"Analysis";"Funktionsscharen und Ortskurven";"Für eine Funktionsschar f_a(−x) = −f_a(x) für alle Parameterwerte nachrechnen.";"2025MerhoehtAAnalysis11-b";"neu"
"Parameter einer Linearkombination aus Funktion und Gerade aus zwei Punkten bestimmen";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Die Koeffizienten a und b in g(x) = a · f(x) + b · x aus zwei Punkten des Graphen von g über zwei Gleichungen bestimmen.";"2025MerhoehtAAnalysis13-b";"neu"
"Bedingung für eine waagerechte Tangente eines Produkts mit e^x nachweisen";"Analysis";"Ableitungsregeln";"Für g = f · e^x mit allgemeinem f mit der Produktregel nachweisen, dass g'(a) = 0 die Gleichung f'(a) = −f(a) nach sich zieht.";"2025MerhoehtAAnalysis21-a";"neu"
"Fehlende waagerechte Tangente über Vorzeichen am Graphen begründen";"Analysis";"Tangente, Normale, Schnittwinkel";"Aus den am Graphen abgelesenen Vorzeichen von Funktionswert und Steigung begründen, dass eine notwendige Bedingung für eine waagerechte Tangente verletzt ist.";"2025MerhoehtAAnalysis21-b";"neu"
"Flächenbeziehung zwischen Funktion und Umkehrfunktion über die Spiegelung an y = x beurteilen";"Analysis";"Umkehrfunktion";"Eine Aussage über Integrale von Funktion und Umkehrfunktion beurteilen, indem die Integrale als Flächen gedeutet werden und die Spiegelung an der Winkelhalbierenden ausgenutzt wird.";"2025MerhoehtAAnalysis22";"neu"
"Tangente mit gegebener Gleichung in die Abbildung einzeichnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Eine Gerade mit vorgegebener Gleichung über zwei Punkte in ein vorhandenes Koordinatensystem einzeichnen.";"2025MerhoehtAAnalysis23-a";"neu"
"Steigungen aller Sekanten durch einen Punkt des Graphen angeben";"Analysis";"Ableitung und Änderungsrate";"Die Menge der Steigungen aller Geraden angeben, die einen festen Punkt des Graphen mit einem weiteren verbinden, aus Randpunkt, Krümmung und Tangentensteigung als Grenzlage.";"2025MerhoehtAAnalysis23-b";"neu"
"Koordinate eines Vektors aus vorgegebener Länge bestimmen";"Analytische Geometrie";"Vektoren und Rechenoperationen";"Eine unbekannte Koordinate eines Vektors aus seiner Länge über die Betragsgleichung bestimmen, mit Vorzeichenbedingung.";"2025MerhoehtAAGLAA11-a";"neu"
"Matrizenalgebra: Parameter einer Matrix aus der Orthogonalität von v und M · v bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"M · v mit Parameter berechnen und den Parameter so bestimmen, dass das Skalarprodukt von v und M · v null ist.";"2025MerhoehtAAGLAA11-b";"neu"
"Gestaffeltes Gleichungssystem für einen Parameterwert lösen";"Analytische Geometrie";"Lineare Gleichungssysteme";"Einen Parameterwert einsetzen und ein Gleichungssystem in Dreiecksform durch Rückwärtseinsetzen lösen.";"2025MerhoehtAAGLAA121-a";"neu"
"Lösungsanzahl eines gestaffelten Gleichungssystems mit Parameter durch Fallunterscheidung begründen";"Analytische Geometrie";"Lineare Gleichungssysteme";"Die Lösungsanzahl auf eine Gleichung mit parameterabhängigem Koeffizienten zurückführen und die Fälle Koeffizient null mit wahrer bzw. falscher Aussage unterscheiden.";"2025MerhoehtAAGLAA121-b";"neu"
"Matrizenalgebra: Alle mit einer Matrix vertauschbaren Matrizen ermitteln";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Alle Matrizen B mit A · B = B · A für eine gegebene Matrix A ermitteln – die Bedingung kann auch aus einer binomischen Gleichung (A + B)² = A² + 2AB + B² folgen: allgemeiner Ansatz, Produkte vergleichen, Lösungsmenge mit freien Parametern.";"2025MerhoehtAAGLAA122";"neu"
"Art des Ergebnisses von Ausdrücken mit Skalarprodukt ankreuzen";"Analytische Geometrie";"Skalarprodukt und Winkel";"Für Ausdrücke aus Vektoren mit Skalarprodukt und Addition ankreuzen, ob sie einen Vektor, eine Zahl oder nichts Definiertes darstellen.";"2025MerhoehtAAGLAA211-a";"neu"
"Parameter für einen Winkel von mindestens 90° über das Skalarprodukt ermitteln";"Analytische Geometrie";"Skalarprodukt und Winkel";"Die Parameterwerte bestimmen, für die der Winkel zweier Vektoren mindestens 90° beträgt, über die Ungleichung Skalarprodukt kleiner oder gleich null.";"2025MerhoehtAAGLAA211-b";"neu"
"Körper: Volumen eines Teilkörpers eines Würfels berechnen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Den Teilkörper, den eine Ebene von einem Würfel abschneidet, im Schrägbild als Prisma erkennen und sein Volumen berechnen.";"2025MerhoehtAAGLAA212-a";"neu"
"Schnittfigur einer Ebene mit einem Würfel einzeichnen";"Analytische Geometrie";"Schnittmengen";"Die Schnittfigur einer durch drei Punkte gegebenen Ebene mit einem Würfel über parallele Schnittkanten in das Schrägbild einzeichnen.";"2025MerhoehtAAGLAA212-b";"neu"
"Schnittgerade zweier Ebenen aus dem Schrägbild angeben";"Analytische Geometrie";"Schnittmengen";"Eine Gleichung der Schnittgeraden zweier Ebenen aus gemeinsamen Punkten und Richtungen im Schrägbild angeben, ohne Ebenengleichungen aufzustellen.";"2025MerhoehtAAGLAA212-b";"neu"
"Identität aller Geraden einer Schar beurteilen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Beurteilen, ob alle Geraden einer Schar identisch sind, indem der parameterabhängige Stützvektor als fester Punkt plus Vielfaches des Richtungsvektors geschrieben wird.";"2025MerhoehtAAGLAA221-b";"neu"
"Koordinatenebene senkrecht zu allen Ebenen einer Schar angeben";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Aus einer fehlenden Koordinate in der Koordinatengleichung einer Ebenenschar die Koordinatenebene angeben, auf der alle Ebenen senkrecht stehen.";"2025MerhoehtAAGLAA222-a";"neu"
"Nichtparallelität verschiedener Ebenen einer Schar über die Normalenvektoren nachweisen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Für zwei Ebenen einer Schar mit verschiedenen Parametern zeigen, dass ihre Normalenvektoren nicht kollinear sind.";"2025MerhoehtAAGLAA222-b";"neu"
"Vektorterm für einen Eckpunkt eines Pyramidenstumpfs begründen";"Analytische Geometrie";"Vektoren und Rechenoperationen";"Einen vorgegebenen Vektorterm für einen Eckpunkt über Mittelpunkte, Ähnlichkeit (Flächenfaktor als Längenfaktor) und eine Vektorkette begründen.";"2025MerhoehtAAGLAA223-b";"neu"
"Pfadwahrscheinlichkeit für lauter gleiche Ergebnisse als Potenz berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Die Wahrscheinlichkeit, dass alle Versuche dasselbe Ergebnis liefern, als Potenz der Einzelwahrscheinlichkeit berechnen oder begründen, gegebenenfalls mit einer Schranke vergleichen.";"2025MerhoehtAStochastik11-a";"neu"
"Aussage über eine Summe von Wahrscheinlichkeiten am Säulendiagramm entscheiden";"Stochastik";"Binomialverteilung";"Eine Aussage über eine Summe von Einzelwahrscheinlichkeiten entscheiden, indem die Säulenhöhen im Diagramm gegen eine Schranke abgeschätzt werden.";"2025MerhoehtAStochastik12-a";"neu"
"Parameter n und p aus einem Verhältnis zweier Einzelwahrscheinlichkeiten und dem Erwartungswert berechnen";"Stochastik";"Binomialverteilung";"n und p einer Binomialverteilung aus dem Verhältnis P(X = 1) zu P(X = 0) und dem Erwartungswert berechnen, indem die Bernoulli-Terme gekürzt werden und n · p ersetzt wird.";"2025MerhoehtAStochastik21";"neu"
"Laplace-Experiment: Vergleich zweier Wahrscheinlichkeiten über die Anzahl der Ergebnisse begründen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Gleichheit oder Verhältnis der Wahrscheinlichkeiten zweier Ereignisse über die Anzahl ihrer gleich wahrscheinlichen Ergebnisse begründen.";"2025MerhoehtAStochastik22-a";"neu"
"Term für die Wahrscheinlichkeit eines Produktereignisses bei n Würfen ermitteln";"Stochastik";"Baumdiagramm und Pfadregeln";"Einen Term in n für die Wahrscheinlichkeit aufstellen, dass das Produkt von n Augenzahlen einen vorgegebenen Wert hat, über die möglichen Belegungen und die Pfadregel.";"2025MerhoehtAStochastik22-b";"neu"
"Wahrscheinlichkeit eines Ereignisses aus Unabhängigkeit und einer Schnittwahrscheinlichkeit bestimmen";"Stochastik";"Unabhängigkeit";"P(A) aus der Unabhängigkeit von A und B, einer Beziehung zwischen P(A) und P(B) und einer Schnittwahrscheinlichkeit über eine Gleichung bestimmen.";"2025MerhoehtAStochastik23";"neu"
"Integralwert: Integralwert grafisch durch Kästchenzählen bestimmen";"Analysis";"Flächeninhalt durch Integration";"Den Wert eines bestimmten Integrals näherungsweise aus der Abbildung bestimmen, indem die Kästchen unter dem Graphen gezählt und mit dem Kästcheninhalt multipliziert werden.";"2024MgrundlegendAAnalysis11-a";"neu"
"Transformation: Extrempunkt eines transformierten Graphen angeben";"Analysis";"Funktionsklassen und Eigenschaften";"Den Extrempunkt eines durch Spiegelung oder Verschiebung entstandenen Graphen aus dem Extrempunkt des Ausgangsgraphen angeben.";"2024MgrundlegendAAnalysis11-b";"neu"
"Symmetrie: Symmetrieart am Term über die Exponenten begründen";"Analysis";"Funktionsklassen und Eigenschaften";"Achsensymmetrie zur y-Achse oder Punktsymmetrie zum Ursprung begründen – über die Parität der Exponenten oder über f(−x) = f(x) bzw. f(−x) = −f(x).";"2024MgrundlegendAAnalysis12-a";"neu"
"Fläche: Fläche zwischen Graph und x-Achse aus zwei Flächenstücken berechnen";"Analysis";"Flächeninhalt durch Integration";"Den Inhalt der von Graph und x-Achse eingeschlossenen Fläche berechnen, wenn sie aus zwei Stücken ober- und unterhalb der Achse besteht: Nullstellen, Integrale je Stück mit Betrag oder Symmetrie.";"2024MgrundlegendAAnalysis12-b";"neu"
"Ableitungswert berechnen und als Tangentensteigung veranschaulichen";"Analysis";"Ableitung und Änderungsrate";"Den Wert der Ableitung an einer Stelle berechnen und in der Abbildung durch Tangente und Steigungsdreieck sichtbar machen.";"2024MgrundlegendAAnalysis13-a";"neu"
"Transformation: Aussage über eine Verschiebung zwischen zwei Graphen beurteilen";"Analysis";"Funktionsklassen und Eigenschaften";"Beurteilen, ob ein Graph durch Verschiebung in y-Richtung aus einem anderen entsteht, über den Vergleich der Steigungen an einer Stelle oder die Differenz der Terme.";"2024MgrundlegendAAnalysis13-b";"neu"
"Tangentengleichung aus der Abbildung ablesen";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Gleichung einer eingezeichneten Tangente aus zwei Gitterpunkten ablesen.";"2024MgrundlegendAAnalysis21-a";"neu"
"y-Achsenabschnitt der Tangente allgemein nachweisen";"Analysis";"Tangente, Normale, Schnittwinkel";"Für eine allgemeine Stelle u die Tangentengleichung aufstellen und eine Aussage über ihren y-Achsenabschnitt nachweisen.";"2024MgrundlegendAAnalysis21-b";"neu"
"Stelle mit lokaler gleich mittlerer Änderungsrate bestimmen";"Analysis";"Ableitung und Änderungsrate";"Die Stelle bestimmen, an der die Ableitung gleich der mittleren Änderungsrate über ein Intervall ist, dessen Sekante als Gerade gegeben ist.";"2024MgrundlegendAAnalysis22";"neu"
"Verflechtung: Verflechtungsdiagramm zu einer Matrix zeichnen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus einer Verflechtungsmatrix ein beschriftetes Diagramm mit Knoten und Pfeilen zeichnen.";"2024MgrundlegendAAGLAA111-a";"neu"
"Verflechtung: Matrixeintrag aus Mengenbedingungen ermitteln";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Einen unbekannten Eintrag einer Verflechtungsmatrix aus Verhältnisangaben zwischen Rohstoff- und Produktmengen über eine Zeile des Produkts ermitteln.";"2024MgrundlegendAAGLAA111-b";"neu"
"Ebene Figur: Flächenverhältnis von Dreieck und Trapez über einen Vektorterm ermitteln";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Einen durch einen Vektorterm gegebenen vierten Punkt konstruieren und das Verhältnis der Flächeninhalte von Dreieck und Trapez über gemeinsame Höhe und Grundseiten ermitteln.";"2024MgrundlegendAAGLAA112";"neu"
"Matrizenalgebra: Existenz mehrerer Lösungen von M · a = 0 begründen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Über das Gleichungssystem begründen, dass eine Matrix neben dem Nullvektor weitere Vektoren auf den Nullvektor abbildet.";"2024MgrundlegendAAGLAA12-a";"neu"
"Matrizenalgebra: Alle Vektoren mit M · v = t · v für festes t bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Die Lösungen von M · v = t · v für einen vorgegebenen Wert t (t = 1: Fixvektoren) als Vielfache eines Vektors angeben, oder einen einzelnen solchen Vektor ungleich null bestimmen.";"2024MgrundlegendAAGLAA12-b";"neu"
"Verschobenen Punkt über den Diagonalenschnittpunkt bestimmen";"Analytische Geometrie";"Vektoren und Rechenoperationen";"Den Bildpunkt einer Verschiebung bestimmen, die den Diagonalenschnittpunkt eines Körpers in den Ursprung bringt: Mittelpunkt berechnen, Verschiebungsvektor anwenden.";"2024MgrundlegendAAGLAA211-b";"neu"
"Körper: Eckpunkt mit vorgegebenen Vorzeichen nach einer Verschiebung angeben";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Nach einer Verschiebung des Körpers den Eckpunkt angeben, dessen Koordinaten eine Vorzeichenbedingung erfüllen, aus der Lage relativ zum Mittelpunkt.";"2024MgrundlegendAAGLAA211-c";"neu"
"Gerade und Ebene: Parallelität einer Geraden zu einer Koordinatenebene über die z-Koordinaten entscheiden";"Analytische Geometrie";"Lagebeziehungen";"Entscheiden, ob eine Gerade durch zwei Punkte (mit Parameter) parallel zu einer Koordinatenebene sein kann, über die Gleichheit der entsprechenden Koordinaten.";"2024MgrundlegendAAGLAA213-a";"neu"
"Dreieck: Parameter für einen rechten Winkel über das Skalarprodukt ermitteln";"Analytische Geometrie";"Orthogonalität";"Die Parameterwerte ermitteln, für die ein Dreieck an einer Ecke einen rechten Winkel hat, über das Skalarprodukt der Schenkelvektoren.";"2024MgrundlegendAAGLAA213-b";"neu"
"Ebene Figur: Diagonalenschnittpunkt und Flächeninhalt eines Quadrats aus dem Spurpunkt einer Geraden bestimmen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Den Diagonalenschnittpunkt eines Quadrats in einer Koordinatenebene als Spurpunkt einer Geraden bestimmen und den Flächeninhalt über die halbe Diagonale berechnen.";"2024MgrundlegendAAGLAA221";"neu"
"Erwartungswert der Auszahlung mit dem Einsatz vergleichen";"Stochastik";"Kenngrößen von Verteilungen";"Den Erwartungswert der Auszahlung eines Spiels berechnen und aus dem Vergleich mit dem Einsatz begründen, wer auf lange Sicht gewinnt.";"2024MgrundlegendAStochastik12-b";"neu"
"Auswahlen mit Abstandsbedingung aufzählen";"Stochastik";"Kombinatorik";"Alle Auswahlen von Plätzen in einer Reihe aufzählen, die eine Abstandsbedingung erfüllen.";"2024MgrundlegendAStochastik13-a";"neu"
"Anzahl der Sitzordnungen mit Abstandsbedingung berechnen";"Stochastik";"Kombinatorik";"Die Anzahl der Möglichkeiten berechnen, unterscheidbare Personen auf zulässige Platzauswahlen zu verteilen: Anzahl der Auswahlen mal Anzahl der Anordnungen.";"2024MgrundlegendAStochastik13-b";"neu"
"Pfadwahrscheinlichkeit zweier Stufen aus dem Sachtext berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Aus bedingten Angaben im Text die Wahrscheinlichkeit eines zweistufigen Pfads als Produkt berechnen.";"2024MgrundlegendAStochastik21-a";"neu"
"Sachaussage zu einer Ungleichung mit Binomialsumme formulieren";"Stochastik";"Binomialverteilung";"Eine gegebene Ungleichung mit kumulierter Binomialwahrscheinlichkeit, deren Parameter aus einer Gleichung im Sachzusammenhang stammt, als Aussage im Sachzusammenhang formulieren.";"2024MgrundlegendAStochastik21-b";"neu"
